 advice, reward, choices, results, timeToReadInstructions, timeToTakeQuiz, quizWrongTriesCounter, answerTimePerRound
0 0 0 0 0 0 0 0 0 0,481,0 1 0 1 0 1 1 0 1 1,19 98 9 70 31 37 71 12 58 76,4.5884,19.4115,1,5.4853 1.4198 2.1399 0.8480 1.9759 1.0159 1.6879 1.1119 0.6519 0.8321
0 0 0 0 0 0 0 0 0 0,376,0 0 0 0 0 1 1 0 1 1,29 10 60 29 45 92 1 0 87 23,97.8423,40.3314,0,8.9184 5.2139 6.6079 3.0658 1.8935 2.7733 1.7585 1.4290 1.6114 1.3439
0 0 0 0 0 0 0 0 0 0,323,0 0 1 1 1 1 0 0 1 0,23 23 7 63 19 21 85 12 20 50,104.195,28.5839,0,7.8140 4.8198 4.1731 2.9839 3.3840 2.4499 1.1680 1.5089 2.3329 0.7998
0 0 0 0 0 0 0 0 0 0,546,0 0 1 1 1 1 0 1 1 1,40 56 95 72 64 44 4 19 87 65,124.8346,156.8236,0,21.5445 5.3192 1.9595 8.5119 4.2717 3.2000 2.5674 1.4556 0.8160 1.0811
0 0 0 0 0 0 0 0 0 0,572,0 1 0 1 1 1 1 1 1 1,16 99 9 71 60 79 99 78 29 32,15.569,119.575,0,5.1170 3.0890 2.3250 2.7770 3.9930 1.1390 1.0450 0.7020 0.7020 0.6860
0 0 0 0 0 0 0 0 0 0,496,0 0 0 1 1 1 0 0 1 1,100 13 6 30 52 50 72 35 56 82,13.027,81.84,1,4.4310 1.1930 1.2240 0.7350 0.5130 0.5680 0.7680 0.4720 0.3430 0.5680
0 0 0 0 0 0 0 0 0 0,458,0 0 1 0 1 1 1 1 1 1,23 8 26 7 61 100 39 77 93 24,8.966,72.2683,1,11.5198 1.0537 1.8960 0.7479 0.6224 0.6695 0.7879 0.6581 0.8087 0.9345
0 0 0 0 0 0 0 0 0 0,429,1 1 1 1 1 1 1 1 1 1,60 65 60 9 57 43 5 13 81 36,74.0874,33.5868,0,13.1184 9.1173 3.1497 2.2336 4.8516 3.8856 1.5178 1.5439 1.8178 0.7451
0 0 0 0 0 0 0 0 0 0,388,0 0 0 1 1 0 0 1 0 0,9 48 58 62 11 30 49 28 45 48,86.3071,38.7608,0,12.3356 4.7011 5.6022 8.1283 5.6969 2.1785 3.3431 4.1457 3.4962 2.4062
0 0 0 0 0 0 0 0 0 0,492,0 0 0 0 1 1 1 1 1 1,63 2 40 1 42 86 71 36 61 90,40.7219,87.7684,0,19.6591 4.0498 6.2758 10.1541 8.9680 11.4319 3.5318 3.2838 4.0498 3.6801
1 1 1 1 1 1 1 1 1 1,416,1 1 0 0 1 1 1 0 1 1,88 48 53 2 48 58 21 0 15 83,17.138,34.497,1,4.2620 2.5680 1.7120 1.5360 0.6250 0.7700 0.5930 0.4790 0.4400 0.5600
1 1 1 1 1 1 1 1 1 1,315,1 0 0 1 0 1 0 1 1 0,1 24 6 49 44 45 27 78 35 6,2.4023,58.0079,2,8.4232 2.1274 1.5995 0.8238 3.0557 1.4086 0.5117 1.0958 0.5991 0.3360
1 1 1 1 1 1 1 1 1 1,486,1 1 1 1 1 0 1 1 0 1,57 84 23 93 0 24 100 3 49 53,35.8299,25.466,0,6.6193 6.0281 4.3560 0.5683 2.1379 0.9938 0.5818 0.5459 0.4739 0.6062
1 1 1 1 1 1 1 1 1 1,334,1 1 0 1 0 0 0 0 0 0,100 4 5 31 10 30 68 15 59 12,9.6234,18.9214,0,14.4770 4.7360 1.9429 6.9762 4.3510 5.9360 1.9675 0.7674 0.3602 0.6798
1 1 1 1 1 1 1 1 1 1,596,1 1 1 1 1 1 1 1 1 1,100 64 63 27 54 50 45 54 73 66,4.907,41.294,1,4.8570 2.5990 2.1500 1.7370 1.0760 0.9530 1.5900 1.0570 0.8170 1.0330
1 1 1 1 1 1 1 1 1 1,340,1 1 1 1 0 0 0 1 0 1,95 60 6 31 17 8 67 2 4 50,28.9745,30.8481,1,6.6017 2.9246 0.7759 3.1601 0.7743 0.7200 1.0237 1.2488 0.4948 0.5619
1 1 1 1 1 1 1 1 1 1,528,1 1 0 1 1 1 1 1 1 1,50 36 20 54 38 66 86 65 53 60,40.196,40.859,1,7.2090 7.9530 4.1890 3.9860 1.6870 2.1590 2.1180 1.5800 1.6090 1.7740
1 1 1 1 1 1 1 1 1 1,454,1 1 1 0 1 0 1 0 1 1,60 100 76 68 8 46 24 12 43 17,17.572,34.3877,0,5.4576 4.1337 3.0579 3.1795 2.2217 2.6214 1.1949 1.7147 1.4852 1.3777
1 1 1 1 1 1 1 1 1 1,556,1 1 1 0 0 1 0 1 1 0,58 63 51 100 43 62 11 72 50 46,58.25,53.6086,1,25.3168 6.4703 4.6793 5.2792 4.5298 2.0390 4.6997 1.0815 2.1098 1.9914
1 1 1 1 1 1 1 1 1 1,446,1 1 0 1 0 1 1 1 1 1,3 69 11 59 25 64 59 63 65 28,194.856,57.203,2,7.9830 3.9623 1.1162 1.0276 6.7152 1.8955 0.8371 0.7551 0.7666 1.0211
1 1 1 1 1 1 1 1 1 1,422,1 1 1 1 1 0 1 1 0 0,22 88 35 62 32 29 16 0 91 47,41.412,114.119,2,12.9060 4.8630 6.7360 5.6280 3.2060 3.4160 2.5540 7.3400 3.2050 4.1790
1 1 1 1 1 1 1 1 1 1,264,1 0 0 0 1 0 0 0 0 0,18 42 46 36 12 38 16 41 8 7,53.497,35.062,1,12.0640 9.1460 3.6110 2.7070 5.1980 0.8830 1.2150 0.9490 1.8330 1.2410
1 1 1 1 1 1 1 1 1 1,541,0 1 1 1 1 1 0 0 1 0,90 39 56 62 83 50 8 70 71 12,10.793,24.935,2,3.0070 1.0590 0.6930 0.6930 0.6600 0.5690 1.5470 0.4790 0.3980 0.3740
1 1 1 1 1 1 1 1 1 1,474,0 0 1 0 1 1 0 1 1 0,5 68 14 34 82 100 47 19 83 22,271.7985,101.4676,0,36.3323 2.3351 1.0093 0.7272 0.6797 0.8874 0.9055 0.6073 0.5276 1.0157
1 1 1 1 1 1 1 1 1 1,533,0 0 0 0 0 0 0 0 0 0,7 87 43 43 10 37 97 100 24 85,193.8288,92.9496,0,13.9255 10.6727 2.9296 1.8295 4.2686 3.2152 2.5281 1.4240 1.6424 1.4553
1 1 1 1 1 1 1 1 1 1,544,1 1 0 0 1 0 0 1 0 1,77 43 83 13 18 45 82 94 53 36,121.1141,48.4219,0,15.2461 9.1531 2.8965 2.9546 2.4781 1.4596 2.6767 2.6103 4.8469 1.3999
1 1 1 1 1 1 1 1 1 1,469,1 1 1 0 0 0 1 1 1 0,59 88 23 74 39 22 64 3 60 37,52.3104,26.8776,0,4.6874 0.8456 0.5397 0.3961 0.3458 0.6258 0.3421 0.3700 0.4361 0.3543
1 1 1 1 1 1 1 1 1 1,483,1 1 0 1 1 0 1 0 1 0,75 3 31 81 78 66 0 98 9 42,22.5966,101.5365,0,7.6791 5.9859 4.6390 2.3112 2.6373 1.2066 4.6890 1.0177 4.6688 0.9703
1 1 1 1 1 1 1 1 1 1,585,1 1 0 0 1 0 1 1 0 1,32 94 32 97 86 45 81 54 50 14,105.114,33.593,0,18.7860 6.0190 3.1810 2.4950 1.3680 1.6630 2.3140 9.7680 4.7830 0.9170
1 1 1 1 1 1 1 1 1 1,405,1 0 0 1 0 0 0 1 0 0,79 15 9 20 71 12 33 43 55 68,63.082,35.342,0,6.7760 2.0780 5.5550 1.5690 3.1980 2.4290 2.4710 1.2300 1.6680 2.3760
1 1 1 1 1 1 1 1 1 1,433,1 0 1 1 1 0 0 1 1 1,29 1 5 97 56 66 39 11 67 62,32.9199,57.0033,1,3.7402 1.0666 0.7400 1.3090 1.2125 1.0496 1.0411 1.0253 2.9606 2.1887
1 1 1 1 1 1 1 1 1 1,459,1 1 0 1 1 0 1 0 1 1,51 18 16 75 40 66 23 8 62 100,75.9091,24.0595,0,6.2392 3.7840 1.3480 2.1200 2.5439 1.3077 0.7760 1.2319 1.5275 1.4321
1 1 1 1 1 1 1 1 1 1,495,1 1 0 1 0 0 1 1 0 1,69 10 67 62 46 27 83 5 43 83,44.0071,18.7922,0,5.1109 4.3517 1.1599 1.9597 1.3839 1.4957 0.4957 0.7916 0.4719 1.8554
1 1 1 1 1 1 1 1 1 1,671,1 1 1 1 1 1 1 1 1 1,15 96 65 86 56 84 98 87 71 13,179.22,44.082,0,9.0460 10.7640 2.1130 6.6410 7.5190 3.5170 1.8600 5.0830 1.9310 2.3230
1 1 1 1 1 1 1 1 1 1,402,1 1 1 0 1 1 1 1 1 1,18 60 51 18 91 6 71 27 41 19,29.404,119.812,2,8.1470 2.6820 1.0090 4.0800 0.8910 0.8520 0.9060 1.1220 0.8770 0.8040
1 1 1 1 1 1 1 1 1 1,471,1 1 0 1 1 0 1 1 1 1,26 8 11 83 67 5 95 19 86 71,17.3893,25.3351,1,5.1997 1.6238 0.6159 0.3359 0.8825 0.5358 0.4479 0.3838 0.4156 0.6481
1 1 1 1 1 1 1 1 1 1,459,0 1 1 1 0 1 0 1 1 0,50 90 51 65 99 11 0 19 57 17,15.957,42.173,0,6.6260 7.8420 2.8400 3.1880 1.0020 1.8110 1.2060 1.7860 0.6880 0.9370
1 1 1 1 1 1 1 1 1 1,562,1 1 1 1 1 1 1 1 1 1,2 98 69 66 25 5 95 76 31 95,64.472,116.828,0,4.4480 0.6590 0.5830 1.8650 0.5840 0.6080 0.5680 0.5990 0.4720 0.5360
1 1 1 1 1 1 1 1 1 1,470,0 1 1 1 1 1 0 1 1 1,29 40 50 76 95 56 3 31 79 11,41.9916,62.4618,0,4.8983 0.5472 0.4586 0.5196 0.4634 0.4481 0.3900 0.4156 0.4520 0.4366
1 1 1 1 1 1 1 1 1 1,331,1 1 0 1 1 1 0 0 1 1,30 2 2 82 41 7 29 72 34 32,13.6466,41.0591,1,6.9079 2.6546 1.2098 1.1060 3.2291 1.8510 1.1138 1.4309 0.7307 1.5923
1 1 1 1 1 1 1 1 1 1,553,0 0 1 1 1 1 1 1 1 1,9 35 76 48 43 79 70 62 49 82,22.2057,78.9034,1,7.8712 1.7359 6.0000 2.2081 1.3044 0.7734 0.5280 0.4636 0.5522 0.4878
1 1 1 1 1 1 1 1 1 1,367,1 1 1 0 1 1 0 0 1 1,81 45 33 6 22 2 87 6 22 63,98.2723,39.3952,0,12.8837 6.2959 4.3079 8.3018 2.5350 12.6298 4.6919 5.0279 3.9443 3.9999
1 1 1 1 1 1 1 1 1 1,540,1 0 1 1 0 1 1 0 0 0,67 36 96 20 32 19 23 79 90 78,37.6452,44.6955,1,10.0618 4.6476 6.1919 5.1998 2.1440 3.3921 1.2878 2.2844 2.7278 3.5039
1 1 1 1 1 1 1 1 1 1,690,1 1 1 1 1 1 1 1 1 1,78 77 48 70 44 41 80 79 90 83,90.8396,74.8478,2,7.1981 1.5597 6.3919 4.5199 2.8159 1.8957 1.1759 4.8238 0.9838 0.7839
1 1 1 1 1 1 1 1 1 1,436,1 1 1 1 1 0 1 0 0 1,72 75 46 50 0 34 5 80 21 53,9.0763,52.5466,2,3.3456 1.9577 2.8677 1.2721 0.6806 1.8382 0.6715 1.9991 1.1266 0.5989
1 1 1 1 1 1 1 1 1 1,517,1 0 0 1 1 0 1 0 0 0,4 28 84 58 73 49 73 26 75 47,124.9852,54.2786,0,7.3228 2.2411 1.4685 1.1140 1.0762 0.9728 0.8762 0.8913 0.8829 1.3938
1 1 1 1 1 1 1 1 1 1,660,1 1 1 1 1 1 1 1 0 0,59 90 70 21 73 98 77 60 60 52,55.0675,19.4261,0,4.3921 2.9292 3.7544 1.2436 1.8633 2.3259 1.8498 5.5696 2.4075 4.0500
1 1 1 1 1 1 1 1 1 1,393,1 1 0 1 1 0 1 1 0 1,14 40 9 96 85 6 44 18 50 31,41.7162,35.2871,1,2.8186 2.2782 1.0891 0.6809 2.4784 1.4727 0.5606 0.5612 1.2549 0.6955
1 1 1 1 1 1 1 1 1 1,603,1 1 1 1 1 1 1 1 1 1,72 67 54 70 63 98 26 76 1 76,4.2447,41.9874,2,8.1056 3.0415 0.8559 0.5921 0.6724 0.5925 0.5365 0.4411 0.5126 0.4323
1 1 1 1 1 1 1 1 1 1,518,1 1 1 0 1 0 1 0 1 0,74 100 0 38 78 78 11 57 54 28,11.917,25.5199,0,3.9033 3.7196 2.9919 2.7999 2.6237 1.3278 1.7040 2.0159 1.4662 2.6248
1 1 1 1 1 1 1 1 1 1,444,0 1 1 1 1 0 1 1 1 1,56 87 18 59 47 22 30 28 52 45,34.3262,30.752,0,3.2418 3.6279 3.6438 1.9540 3.8059 0.8400 1.7780 3.4298 0.9059 1.1039
1 1 1 1 1 1 1 1 1 1,700,1 1 1 1 1 1 1 1 1 1,76 22 70 42 64 67 100 100 84 75,18.7628,30.9197,1,8.4874 5.6238 1.5119 2.6360 1.0239 1.0721 0.9680 3.3240 0.7761 1.5480
1 1 1 1 1 1 1 1 1 1,521,0 1 1 1 1 1 1 0 1 1,23 62 68 62 62 75 19 39 97 14,10.299,63.328,1,10.7510 1.9750 4.4240 4.3590 2.4320 1.4070 2.0000 2.6320 0.8000 1.1190
1 1 1 1 1 1 1 1 1 1,381,0 1 0 1 1 0 0 0 1 1,62 68 45 5 35 34 3 19 15 95,274.7469,180.8392,1,18.0295 21.4395 6.3678 5.5198 4.6159 1.7120 1.6958 3.1201 1.9442 1.4800
1 1 1 1 1 1 1 1 1 1,538,1 0 1 0 1 0 1 0 1 1,98 28 75 52 28 78 21 74 3 81,42.193,15.179,0,1.3010 0.4080 0.4200 0.7800 0.5700 0.6720 0.6110 0.8110 1.5050 0.4710
1 1 1 1 1 1 1 1 1 1,382,1 1 0 0 1 1 1 0 1 0,39 77 30 9 34 41 66 17 33 36,61.6047,62.7855,0,9.0080 3.5587 9.7172 3.3948 1.1852 19.0460 5.4730 2.3278 2.8515 2.8774
1 1 1 1 1 1 1 1 1 1,527,1 0 1 0 1 0 1 0 1 0,53 6 61 94 27 76 90 46 38 36,16.1876,14.0432,0,1.4744 0.5240 0.4780 0.7240 0.5861 1.2719 0.5319 0.6859 1.4657 0.8959
1 1 1 1 1 1 1 1 1 1,559,0 0 1 1 1 1 1 1 1 1,57 38 69 97 50 56 36 67 43 46,61.475,26.156,0,11.7760 4.6620 2.1310 2.1320 2.4220 1.7860 1.5550 1.0160 1.2290 1.2370
1 1 1 1 1 1 1 1 1 1,589,1 1 1 0 0 0 0 0 0 1,50 100 18 84 96 60 81 8 7 85,119.8356,44.3456,0,9.4528 6.8317 8.9095 8.4081 4.2956 2.2799 2.2260 4.0633 5.1420 1.0839
1 1 1 1 1 1 1 1 1 1,372,1 1 1 1 0 1 1 1 1 1,34 81 6 1 2 35 44 69 61 39,43.205,32.4475,0,8.1325 7.4874 5.3195 5.5517 2.7438 4.5919 3.4556 3.7438 3.4001 2.4321
1 1 1 1 1 1 1 1 1 1,422,0 0 0 0 0 0 0 0 0 0,18 10 17 87 34 81 53 60 27 35,68.7268,60.2076,1,5.2456 5.0318 2.0878 2.7760 2.5599 1.1598 1.3200 1.2800 0.9439 1.0723
1 1 1 1 1 1 1 1 1 1,627,1 0 1 1 0 0 1 1 0 1,29 97 95 98 77 39 68 72 15 37,47.5981,41.3286,0,8.0871 6.1037 4.2642 7.7279 3.5197 1.9918 1.0240 1.4327 1.0317 0.6718
1 1 1 1 1 1 1 1 1 1,529,1 1 0 1 1 1 1 1 1 1,26 13 10 62 1 52 96 78 96 95,203.6854,55.7239,1,11.1774 2.2694 1.7360 2.1291 3.0166 4.2938 2.7726 1.2132 5.7892 5.0453
1 1 1 1 1 1 1 1 1 1,580,1 1 1 1 1 1 1 1 1 1,28 78 50 64 72 73 82 56 54 23,31.9977,117.1597,1,17.4715 3.3838 5.2798 3.4159 4.3600 1.4799 3.4798 1.1120 1.3440 1.2318
1 1 1 1 1 1 1 1 1 1,480,1 1 1 1 1 0 1 1 1 0,8 31 61 99 43 70 21 83 56 8,73.9192,102.5081,1,11.0054 6.5978 6.2917 3.9502 2.9395 1.8511 3.2467 5.3291 3.0450 1.5028
1 1 1 1 1 1 1 1 1 1,419,1 0 1 1 0 0 1 1 0 0,74 3 73 9 50 51 82 27 37 13,94.8486,95.6238,1,10.1753 4.1114 5.4721 4.2723 1.2401 9.0719 4.4874 1.8957 0.7677 0.6563
1 1 1 1 1 1 1 1 1 1,491,1 1 0 1 1 0 1 1 1 0,82 85 4 18 98 15 65 90 4 30,16.032,196.602,0,31.0040 103.6720 9.4630 2.1520 1.2400 4.2080 0.8960 1.0000 0.7850 2.3440
1 1 1 1 1 1 1 1 1 1,488,1 0 1 0 1 1 1 1 1 0,52 34 34 12 91 68 27 46 75 49,62.1442,26.6486,0,6.4398 6.7420 4.0695 5.6774 2.4460 4.1322 4.8125 4.1957 3.3277 4.1020
1 1 1 1 1 1 1 1 1 1,556,1 1 0 1 1 1 1 1 0 1,76 23 51 88 100 95 50 11 3 59,254.6518,43.4811,0,10.3731 11.0152 1.7519 0.9842 0.9927 0.9996 0.7275 2.2159 1.1452 0.8481
1 1 1 1 1 1 1 1 1 1,631,1 0 0 0 0 0 0 0 0 0,2 77 91 50 37 88 54 90 95 47,7.8977,27.8776,0,6.5511 3.1516 1.2882 1.3275 1.2907 1.2481 1.4007 2.3360 2.2571 1.1445
1 1 1 1 1 1 1 1 1 1,362,1 1 1 0 1 1 1 1 0 1,90 5 9 32 46 56 72 8 16 28,47.4719,42.7254,1,6.0137 3.2471 3.4388 2.0494 2.1304 1.9688 2.0989 1.8866 0.6379 0.6086
1 1 1 1 1 1 1 1 1 1,433,1 1 0 0 1 0 1 1 0 1,98 20 29 58 36 5 56 28 43 60,134.432,45.204,1,10.9900 3.4290 2.1870 9.1080 1.3830 1.1940 0.6870 2.4430 0.4860 2.9710
1 1 1 1 1 1 1 1 1 1,582,1 1 1 1 1 1 1 1 1 0,70 49 68 84 41 76 84 80 11 19,41.1315,22.1162,0,5.3664 1.4714 0.9336 1.6107 1.1394 0.4724 0.5685 0.4455 0.4974 0.8357
1 1 1 1 1 1 1 1 1 1,598,1 1 1 1 0 1 1 1 1 1,76 71 30 28 17 99 54 73 97 53,21.1928,36.4023,1,4.2179 2.4968 0.6462 1.2083 0.6396 0.7594 0.7438 0.6307 0.5193 0.4325
1 1 1 1 1 1 1 1 1 1,579,1 1 0 0 1 1 1 1 1 1,95 12 62 5 69 70 79 44 90 53,92.6239,38.9799,0,7.8997 3.4630 5.5513 3.3676 3.2313 3.2871 1.5599 2.7513 1.0166 1.2794
1 1 1 1 1 1 1 1 1 1,551,1 1 1 1 1 1 1 1 1 1,82 55 88 63 38 3 56 65 96 5,84.8198,34.3974,0,9.8599 7.5204 6.9009 2.7781 5.2754 2.8549 5.0336 2.3810 2.7196 2.2270
1 1 1 1 1 1 1 1 1 1,534,1 0 0 1 0 1 1 1 0 0,54 63 63 61 2 71 79 7 69 65,96.663,26.5782,0,4.8094 5.6966 6.8899 2.3142 0.9620 1.0540 4.4358 2.6417 2.0947 2.5322
1 1 1 1 1 1 1 1 1 1,545,1 1 1 1 1 1 1 1 1 1,94 96 69 36 32 3 65 23 52 75,15.4401,47.5844,0,7.3105 7.2391 6.5038 4.8386 4.6979 2.5994 3.2396 4.2813 13.0285 1.9975
1 1 1 1 1 1 1 1 1 1,555,1 1 0 0 1 0 0 0 0 0,70 36 31 54 14 87 26 40 98 99,60.8119,19.9833,1,3.1655 0.9756 3.0717 0.6399 0.3998 0.3119 0.4958 0.4318 0.3038 0.3440
1 1 1 1 1 1 1 1 1 1,490,1 1 0 1 1 1 0 0 0 1,69 16 29 53 97 4 33 72 37 80,71.3765,21.3944,0,3.9018 2.3597 1.1839 0.9598 0.8868 1.7850 0.7034 0.7203 0.6241 0.5518
1 1 1 1 1 1 1 1 1 1,529,1 1 0 0 0 0 0 0 0 1,85 7 36 44 87 50 69 31 37 83,889.3767,48.6292,2,8.0659 5.7975 1.0239 2.6119 4.2591 4.4331 3.0034 1.4392 0.9877 4.1986
1 1 1 1 1 1 1 1 1 1,514,1 1 1 0 0 0 0 0 1 1,9 26 99 13 99 84 55 43 76 10,69.337,32.923,0,5.0940 7.7930 12.7850 3.4190 2.1670 4.8800 2.1190 2.2410 2.8810 2.0400
1 1 1 1 1 1 1 1 1 1,455,0 1 1 1 1 0 0 0 1 1,10 55 61 41 22 39 51 46 60 70,1416.8819,26.8697,1,4.9494 1.2858 0.5398 0.4761 0.4340 0.4591 0.4031 0.4359 0.3832 0.3039
1 1 1 1 1 1 1 1 1 1,517,1 1 1 1 1 1 1 1 1 1,29 57 34 68 56 48 66 92 23 44,67.727,136.1678,0,9.1860 4.1598 2.1919 1.7839 1.5360 1.7916 1.6958 1.4318 2.5359 5.3521
1 1 1 1 1 1 1 1 1 1,496,1 1 1 1 1 0 0 1 1 0,73 87 89 28 11 48 38 100 13 9,9.3294,25.0038,0,3.7185 5.2058 2.1556 2.0708 0.8627 1.7263 1.6011 0.9522 1.0663 4.9648
1 1 1 1 1 1 1 1 1 1,469,1 1 1 1 1 1 1 1 1 1,48 40 56 63 17 83 22 56 32 52,51.388,79.666,1,12.7980 2.2040 1.3500 0.6740 1.1080 0.7660 0.8980 1.6800 0.9400 0.6470
1 1 1 1 1 1 1 1 1 1,610,1 1 1 1 1 1 1 1 1 1,76 10 65 92 1 70 96 82 43 75,2.4938,33.8315,1,3.1733 0.9517 2.1678 0.8318 0.6638 0.7918 0.5997 0.7046 0.7199 0.9519
1 1 1 1 1 1 1 1 1 1,422,1 0 0 0 1 1 0 0 1 0,23 97 34 13 44 13 22 24 55 97,181.8057,30.7083,1,14.6995 4.0135 1.3915 1.4100 0.8476 1.5776 0.8495 0.8175 0.7216 0.6715
1 1 1 1 1 1 1 1 1 1,521,1 0 1 1 1 0 1 0 1 1,65 22 65 94 24 38 62 20 62 69,57.9519,72.2265,2,11.3759 4.7605 5.6089 2.1763 2.6484 4.8087 3.5204 4.5926 2.9764 3.2084
1 1 1 1 1 1 1 1 1 1,441,1 1 1 1 1 0 0 0 0 1,24 54 40 84 42 96 38 8 44 11,88.7975,69.6562,0,6.7967 3.7436 0.8878 2.3359 5.8242 0.9360 1.3280 1.1519 2.3840 1.6720
1 1 1 1 1 1 1 1 1 1,429,1 0 1 1 0 0 0 0 0 0,79 72 0 46 70 54 27 24 30 27,90.3356,37.1858,0,7.9643 5.1087 2.5239 7.5424 3.7197 1.2804 5.3198 1.1733 1.2605 1.5734
1 1 1 1 1 1 1 1 1 1,527,1 1 0 1 1 1 1 1 1 1,52 81 15 26 44 99 98 10 43 59,16.8395,50.9369,1,6.1978 5.9659 1.7986 1.6717 2.5508 3.4081 0.9346 1.2718 7.9513 2.0469
1 1 1 1 1 1 1 1 1 1,476,1 0 0 0 1 0 0 1 1 1,77 57 43 54 48 16 26 44 64 47,3.638,19.562,2,5.6580 1.3170 5.6020 7.0030 3.5020 3.0500 2.0830 3.2130 1.3000 1.4210
1 1 1 1 1 1 1 1 1 1,451,1 1 0 0 0 1 1 1 1 1,51 11 31 44 5 66 55 89 29 70,51.2382,17.5385,0,4.4919 4.2608 2.5537 1.8015 2.5222 0.9179 1.8776 4.1471 3.9731 1.7934
1 1 1 1 1 1 1 1 1 1,410,1 1 1 1 1 1 0 1 1 1,27 55 54 88 13 1 26 71 33 42,89.2937,35.2312,0,5.3725 9.0985 3.1843 1.7560 1.3880 1.0000 7.2029 0.9742 9.1905 1.0001
1 1 1 1 1 1 1 1 1 1,576,1 1 1 1 1 1 1 1 0 1,49 87 45 90 88 69 76 2 31 39,78.2423,26.5246,0,6.9190 2.6731 1.5401 4.0879 3.5200 1.1050 1.5858 2.0280 1.4131 2.5014
1 1 1 1 1 1 1 1 1 1,564,1 1 1 1 0 1 0 1 1 1,83 92 10 9 42 42 30 85 96 75,72.516,52.812,1,5.0960 2.1050 2.0750 1.6700 1.8600 1.1920 1.9180 0.7160 1.0380 0.7150
1 1 1 1 1 1 1 1 1 1,550,1 1 0 1 1 1 1 1 1 1,86 67 31 36 81 4 97 24 44 80,182.8709,27.5315,0,3.3420 1.3982 2.0583 1.5100 0.7396 0.8102 1.8747 1.0136 0.7595 0.7497
1 1 1 1 1 1 1 1 1 1,438,1 1 1 1 1 1 1 0 0 0,67 88 7 67 14 24 27 71 59 14,50.6281,22.8398,0,5.3576 3.3048 4.6719 2.1516 4.9594 1.0398 3.9359 1.1759 1.1681 1.0000
1 1 1 1 1 1 1 1 1 1,585,1 1 0 1 1 0 0 1 1 0,53 69 48 46 38 59 59 98 50 65,88.0392,54.3098,1,10.0021 4.6999 6.2856 7.9882 2.1884 1.4521 3.6207 2.4753 1.7864 1.6459
1 1 1 1 1 1 1 1 1 1,431,0 1 0 0 1 1 1 1 0 0,66 100 12 44 39 48 1 21 41 59,2.5727,35.4336,0,4.1326 8.7514 1.1597 0.8552 0.7841 0.5768 0.7362 0.6719 1.1031 1.8720
1 1 1 1 1 1 1 1 1 1,358,0 1 1 1 1 0 0 0 0 0,8 56 21 58 2 28 18 43 32 92,4.629,226.133,0,13.9450 0.9910 3.6710 1.8640 0.7360 1.1030 0.7840 0.6230 0.9750 0.5670
1 1 1 1 1 1 1 1 1 1,513,1 1 0 1 1 0 1 1 0 0,11 44 12 96 98 1 63 33 80 75,126.5386,71.3497,1,11.0187 6.7090 10.0770 3.6603 3.4816 3.5047 1.7298 4.7592 5.3179 3.4877
1 1 1 1 1 1 1 1 1 1,527,1 1 0 1 1 1 0 0 1 1,77 52 44 70 99 55 33 12 21 64,30.7752,34.4666,0,3.3430 1.3217 1.3958 1.5194 1.0446 2.8753 1.9120 0.6059 0.7753 0.6170
1 1 1 1 1 1 1 1 1 1,452,1 1 1 0 0 1 1 1 1 0,97 65 6 35 10 93 50 26 41 29,63.8638,44.0955,1,7.8519 2.6360 2.3973 1.9253 4.7321 3.6769 1.6081 1.5599 1.8681 15.8042
1 1 1 1 1 1 1 1 1 1,386,1 0 1 0 0 1 0 1 1 1,80 50 29 89 7 48 19 24 39 1,68.0638,21.8324,0,5.5015 4.0636 4.7758 2.8801 2.1996 1.9271 7.2960 1.4878 1.7769 2.1349
1 1 1 1 1 1 1 1 1 1,486,0 0 1 1 1 1 0 1 1 1,68 6 50 62 52 19 41 69 60 59,21.653,20.226,0,4.3350 0.8240 0.5210 0.7200 0.6000 0.6080 0.6640 1.1200 0.6950 4.2720
1 1 1 1 1 1 1 1 1 1,595,1 1 1 1 1 1 1 1 1 1,12 93 77 39 56 88 81 90 40 19,6.6152,48.582,1,6.2883 4.5992 3.7202 2.0314 2.0798 1.5842 0.9606 0.9037 1.4636 1.3437
1 1 1 1 1 1 1 1 1 1,475,0 1 1 0 1 1 0 1 1 1,20 24 68 35 72 4 29 79 96 48,2.487,21.379,0,10.9570 4.3910 4.1760 2.0170 0.8960 1.2000 1.7680 0.6320 2.7930 2.4870
1 1 1 1 1 1 1 1 1 1,459,1 1 0 0 1 1 1 0 1 1,93 55 75 34 65 14 1 18 85 19,5.7711,10.5758,0,21.2253 4.2864 2.2480 1.8077 1.0946 0.9762 1.0731 0.9896 3.0800 1.2643
1 1 1 1 1 1 1 1 1 1,573,1 1 1 0 1 1 1 1 1 1,66 60 51 15 67 26 83 83 99 23,3.582,36.194,0,6.4700 1.7530 4.7050 1.4000 1.2280 1.4000 1.0960 1.8480 1.3030 1.6360
1 1 1 1 1 1 1 1 1 1,457,0 1 0 0 1 1 0 1 0 1,24 17 100 13 77 50 55 45 26 50,16.2803,7.6973,0,1.9548 0.9355 0.3359 2.3370 0.4959 0.4642 0.8077 0.9277 1.8163 1.1673
1 1 1 1 1 1 1 1 1 1,476,1 0 1 1 1 0 1 1 0 1,32 3 97 92 16 27 73 16 44 76,33.376,4.057,0,1.0540 0.7760 0.4480 0.5840 3.4560 2.6400 0.5670 0.6480 1.9360 0.8080
